canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,CHEMBL5095169,=,=,nM,0.8,nM,0.8
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,CHEMBL5095169,=,=,nM,0.7,nM,0.7
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,CHEMBL5095169,=,=,nM,130.0,nM,130.0
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,CHEMBL5095169,=,=,nM,3.2,nM,3.2
CO[C@@H]1CCN(c2nccc(Nc3cc4c(C(C)C)ccc(N5C[C@H](CS(C)(=O)=O)[C@H]5C)c4cn3)n2)C[C@@H]1F,CHEMBL5095169,=,=,nM,40.0,nM,40.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1,CHEMBL4090601,=,=,nM,88.0,nM,88.0
OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4101719,=,=,nM,21.0,nM,21.0
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,=,=,nM,90.0,nM,90.0
OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4061829,=,=,nM,7.64,nM,7.64
OCCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4089892,=,=,nM,8.83,nM,8.83
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4100860,=,=,nM,8.0,nM,8.0
CCC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(CCCO)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4090686,=,=,nM,7.0,nM,7.0
C=CC(=O)Nc1cc(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)cc(N2CCN(C)CC2)c1,CHEMBL4071368,=,=,nM,11.0,nM,11.0
CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccc(F)cc4)n(C4CCOCC4)c3n2)cc1,CHEMBL4228518,=,=,nM,114.0,nM,114.0
CN(C)C1CCN(c2ccc(Nc3cc4c(N5CCC(CO)CC5)nc(Nc5ccc(F)cc5)nc4cn3)nc2)CC1,CHEMBL4209019,=,=,nM,662.0,nM,662.0
CCC(=O)N1CCC[C@@H](N2CC(c3cccc(F)c3Cl)=C(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL5206600,=,=,nM,27.5,nM,27.5
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,CHEMBL5190294,=,=,nM,290.0,nM,290.0
CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21,CHEMBL5195321,=,=,nM,53.0,nM,53.0
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,CHEMBL4649261,=,=,nM,218.3,nM,218.3
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,CHEMBL4786787,=,=,nM,40.0,nM,40.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n([C@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,CHEMBL4795878,=,=,nM,18.0,nM,18.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n([C@H]5CCN(S(=O)(=O)C6CC6)C5)c4n3)cc2)CC1,CHEMBL4744973,=,=,nM,22.0,nM,22.0
CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccc(F)cc5)n(C5CCN(C(=O)CO)CC5)c4n3)cc2)CC1,CHEMBL5183865,=,=,nM,41.0,nM,41.0
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCCCC)c23)c1,CHEMBL5205022,=,=,nM,9.4,nM,9.4
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC4CCCC4)c23)c1,CHEMBL5206817,=,=,nM,19.0,nM,19.0
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC(C)C)c23)c1,CHEMBL4799276,=,=,nM,8.6,nM,8.6
C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCC(C)C)c23)c1,CHEMBL4753389,=,=,nM,8.5,nM,8.5
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,CHEMBL4649261,=,=,nM,8.5,nM,8.5
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5169450,=,=,nM,0.16,nM,0.16
CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,CHEMBL5174418,=,=,nM,0.26,nM,0.26
COc1cc2c(Nc3ccc(NC(=O)C(c4cc(F)ccc4F)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,CHEMBL4443483,=,=,nM,2.2,nM,2.2
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,=,=,nM,369.2,nM,369.2
CCC1CCN(c2ccc(-c3cc(F)c4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ncn5c3CCC5)C4)cc2)CC1,CHEMBL5190204,=,=,nM,4.0,nM,4.0
O=C(Nc1nccs1)C(c1ncn2c1CCC2)N1Cc2c(F)cc(C#Cc3ccc(CN4CCC(CO)CC4)cc3)cc2C1=O,CHEMBL5180839,=,=,nM,5.0,nM,5.0
CN1CCN(c2ccc(Oc3ccc4c(c3)C(=O)N(Cc3ccccc3)c3cc(F)ccc3N4)cc2)CC1,CHEMBL4558528,=,=,nM,13.0,nM,13.0
O=C1c2cc(Oc3ccc(N4CCNCC4)cc3)ccc2Nc2ccc(F)cc2N1Cc1ccccc1,CHEMBL4530686,=,=,nM,23.0,nM,23.0
O=C1c2cc(-c3ccc(N4CCNCC4)cc3)ccc2Nc2ccc(F)cc2N1Cc1ccccc1,CHEMBL4533337,=,=,nM,19.0,nM,19.0
O=C1c2ccccc2Nc2ccc(F)cc2N1Cc1ccccc1,CHEMBL4520903,=,=,nM,59.0,nM,59.0
O=C1c2cc(F)ccc2Nc2ccccc2N1Cc1ccccc1,CHEMBL5180830,=,=,nM,52.0,nM,52.0
CC(=O)N[C@H]1CC[C@H](n2c(=O)c(-c3ccccc3Cl)cc3ccc(Nc4ccc(N5CCN(C)CC5)c(C)c4)cc32)CC1,CHEMBL5200385,=,=,nM,47.8,nM,47.8
CCC(=O)N[C@H]1CC[C@H](n2c(=O)c(-c3ccccc3Cl)cc3ccc(Nc4ccc(N5CCN(C)CC5)c(C)c4)cc32)CC1,CHEMBL5194245,=,=,nM,38.1,nM,38.1
Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@H](O)CC3)ccn2)cn1,CHEMBL5195167,=,=,nM,48.2,nM,48.2
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccnc4[nH]c(-c5ccccc5)cc34)[nH]2)cc1,CHEMBL2179119,=,=,nM,1000.0,nM,1000.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL5202381,=,=,nM,287.0,nM,287.0
OCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4101719,<=,<=,nM,0.2,nM,0.2
C=CC(=O)Nc1ccc(OC)c(Nc2cc(-c3[nH]c(SC)nc3-c3ccc(F)cc3)ccn2)c1,CHEMBL4098072,<=,<=,nM,0.5,nM,0.5
OCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4061829,<=,<=,nM,0.3,nM,0.3
OCCCCc1nc(-c2ccc(F)cc2)c(-c2ccnc3[nH]c(-c4ccccc4)cc23)[nH]1,CHEMBL4089892,<=,<=,nM,0.3,nM,0.3
Oc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,CHEMBL1328065,=,=,nM,24300.0,nM,24300.0
N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,CHEMBL4207984,=,=,nM,50000.0,nM,50000.0
COC(=O)c1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,CHEMBL4214588,>=,>=,nM,50000.0,nM,50000.0
N#Cc1ccc(O)c(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,CHEMBL4218431,>=,>=,nM,50000.0,nM,50000.0
CCC(=O)N1CCC[C@@H](N2CC(c3cccc(F)c3Cl)=C(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL5206600,>=,>=,nM,1000.0,nM,1000.0
CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21,CHEMBL5195321,=,=,nM,1623.0,nM,1623.0
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,CHEMBL4649261,>,>,nM,1000.0,nM,1000.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5172794,=,=,nM,430.0,nM,430.0
COc1cc(N2CCC(N3CCN(CCO)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5187838,=,=,nM,260.0,nM,260.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,CHEMBL5176129,=,=,nM,2.8,nM,2.8
Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@H](O)CC3)ccn2)cn1,CHEMBL5195167,=,=,nM,540.0,nM,540.0
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5169450,=,=,nM,7.92,nM,7.92
CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,CHEMBL5174418,=,=,nM,5.12,nM,5.12
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,CHEMBL4214567,>,>,nM,50000.0,nM,50000.0
O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccccc2C1=O,CHEMBL4284413,>,>,nM,50000.0,nM,50000.0
O=C1c2cc(F)ccc2Nc2ccccc2N1Cc1ccccc1,CHEMBL5180830,>,>,nM,1000.0,nM,1000.0
Oc1ccccc1-c1nc(NCc2cccnc2)c2ccccc2n1,CHEMBL1328065,=,=,nM,149.0,nM,149.0
N#Cc1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,CHEMBL4207984,=,=,nM,23.0,nM,23.0
COC(=O)c1ccc(O)c(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,CHEMBL4214588,=,=,nM,46.0,nM,46.0
N#Cc1ccc(O)c(-c2nc(NCc3cnccn3)c3ccccc3n2)c1,CHEMBL4218431,=,=,nM,17.9,nM,17.9
CCC(=O)N[C@H]1CC[C@@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)CC1,CHEMBL5190294,=,=,nM,310.0,nM,310.0
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,CHEMBL4649261,=,=,nM,15.3,nM,15.3
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5172794,=,=,nM,0.2,nM,0.2
COc1cc(N2CCC(N3CCN(CCO)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(C)(=O)=O)n1,CHEMBL5187838,=,=,nM,0.8,nM,0.8
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2NS(N)(=O)=O)n1,CHEMBL5176129,=,=,nM,0.2,nM,0.2
COc1cc(N2CCC(N3CCN(C)CC3)CC2)c(C)cc1Nc1ncc(Br)c(Nc2ccc3nccnc3c2P(C)(C)=O)n1,CHEMBL5169450,=,=,nM,0.218,nM,0.218
CCc1cc(Nc2ncc(Br)c(Nc3ccc4nccnc4c3P(C)(C)=O)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1,CHEMBL5174418,=,=,nM,0.212,nM,0.212
COc1cc2c(Nc3ccc(NC(=O)C(c4cc(F)ccc4F)N4Cc5ccccc5C4=O)cc3F)ncnc2cc1OCC1CCN(C)CC1,CHEMBL4443483,=,=,nM,331.3,nM,331.3
Cn1cc(-c2cc(C(=O)/N=c3\[nH]c4ccccc4n3[C@H]3CC[C@H](O)CC3)ccn2)cn1,CHEMBL5195167,=,=,nM,12.0,nM,12.0
CCC(=O)N1CCC[C@@H](N2CC(c3cccc(F)c3Cl)=C(C)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1,CHEMBL5206600,=,=,nM,662.0,nM,662.0
CC(C)(C)n1cc(-c2cncc3ccccc23)c2c(N)ncnc21,CHEMBL5195321,=,=,nM,5420.0,nM,5420.0
CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccc(F)cc4)n(C4CCOCC4)c3n2)cc1,CHEMBL4228518,=,=,nM,189.0,nM,189.0
COc1cc(N(C)CCN(C)C)ccc1Nc1nccc(-c2cn(CCCO)c3ccccc23)n1,CHEMBL4649261,=,=,nM,156.6,nM,156.6
O=C1c2ccccc2CN1C(c1nc(=O)c2ccccc2[nH]1)c1cc(F)ccc1O,CHEMBL5206476,=,=,nM,5300.0,nM,5300.0
O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccc(-c3ccc4[nH]ccc4c3)cc2C1=O,CHEMBL5193027,=,=,nM,15.0,nM,15.0
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,CHEMBL4443062,=,=,nM,0.26,nM,0.26
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,CHEMBL4214567,=,=,nM,3.0,nM,3.0
O=C(Nc1nccs1)C(c1ccccc1)N1Cc2ccccc2C1=O,CHEMBL4284413,=,=,nM,24.0,nM,24.0
CN(C)CCOc1ccc(Nc2ncc3nc(Sc4ccc(F)cc4)n(C4CCOCC4)c3n2)cc1,CHEMBL4228518,=,=,nM,1.2,nM,1.2
N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,CHEMBL5179288,=,=,nM,1200.0,uM,1.2
N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,CHEMBL5179288,=,=,nM,3300.0,uM,3.3
N#Cc1ccc(O)c(-c2nc(NCc3ncccn3)c3ccccc3n2)c1,CHEMBL5179288,=,=,nM,630.0,uM,0.63
Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1,CHEMBL3989868,=,=,nM,449.0,nM,449.0
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,CHEMBL1873475,=,=,nM,11.2,nM,11.2
C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,CHEMBL5194482,=,=,nM,261.2,nM,261.2
C=CC(=O)Nc1cccc(Cn2c(=O)ccc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1,CHEMBL5194482,=,=,nM,216.3,nM,216.3
C=CC(=O)N1C[C@@H]2C[C@H]1CN2C(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC,CHEMBL5186362,=,=,nM,0.3,nM,0.3
C=CC(=O)Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC,CHEMBL5181469,=,=,nM,0.54,nM,0.54
C=C(C(=O)N1CCN(C(=O)Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)[C@H](C)C1)C(F)(F)F,CHEMBL5178898,=,=,nM,0.38,nM,0.38
C#CC(=O)N1CCN(C(=O)Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)[C@H](C)C1,CHEMBL5187762,=,=,nM,0.32,nM,0.32
C=CC(=O)N1CCN(C(=O)Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)[C@H](C)C1,CHEMBL5178180,=,=,nM,0.34,nM,0.34
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,=,=,nM,0.33,nM,0.33
C=CC(=O)N1CCC(Oc2cc3c(Nc4ccc(Cl)c(Cl)c4F)ncnc3cc2OC)CC1,CHEMBL3545154,=,=,nM,0.27,nM,0.27
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccccc2C1=O,CHEMBL4214567,=,=,nM,3.3,nM,3.3
O=C(Nc1nccs1)C(c1cc(F)ccc1O)N1Cc2ccc(-c3ccc(N4CCNCC4)cc3)cc2C1=O,CHEMBL4443062,=,=,nM,0.3,nM,0.3
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,CHEMBL5191510,=,=,nM,0.3,nM,0.3
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cc(F)ccc3O)C4)cc2)CC1,CHEMBL5201543,=,=,nM,0.1,nM,0.1
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1,CHEMBL5182553,=,=,nM,0.2,nM,0.2
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ccccc3)C4)cc2)CC1,CHEMBL5177306,=,=,nM,0.9,nM,0.9
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3ccccc3)C4)cc2)CC1,CHEMBL5198812,=,=,nM,0.9,nM,0.9
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4)cc2)CC1,CHEMBL5176460,=,=,nM,1.8,nM,1.8
CN1CCN(c2ccc(-c3ccc4c(c3)CCN(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4=O)cc2)CC1,CHEMBL5202129,=,=,nM,1.1,nM,1.1
CN1CCC(c2ccc(-c3ccc4c(c3)CCN(C(C(=O)Nc3nccs3)c3cccc(F)c3)C4=O)cc2)CC1,CHEMBL5200637,=,=,nM,2.2,nM,2.2
CN1CCN(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)CC4)cc2)CC1,CHEMBL5187605,=,=,nM,6.8,nM,6.8
CN1CCC(c2ccc(-c3ccc4c(c3)C(=O)N(C(C(=O)Nc3nccs3)c3cccc(F)c3)CC4)cc2)CC1,CHEMBL5195912,=,=,nM,3.2,nM,3.2
CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ccc4c3)cc2)CC1,CHEMBL5178865,=,=,nM,3.4,nM,3.4
CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ccc4c3)cc2)CC1,CHEMBL5197154,=,=,nM,1.2,nM,1.2
CN1CCN(c2ccc(-c3ccc4ccn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5208065,=,=,nM,5.0,nM,5.0
CN1CCC(c2ccc(-c3ccc4ccn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5173701,=,=,nM,1.8,nM,1.8
CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4c3)cc2)CC1,CHEMBL5204970,=,=,nM,3.1,nM,3.1
CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4c3)cc2)CC1,CHEMBL5204270,=,=,nM,5.8,nM,5.8
CN1CCN(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5172573,=,=,nM,0.9,nM,0.9
CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5206902,=,=,nM,0.2,nM,0.2
CN1CCN(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ncc4c3)cc2)CC1,CHEMBL5207462,=,=,nM,17.8,nM,17.8
CN1CCC(c2ccc(-c3ccc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)ncc4c3)cc2)CC1,CHEMBL5200988,=,=,nM,9.7,nM,9.7
CN1CCN(c2ccc(-c3ccc4cnn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5206436,=,=,nM,10.3,nM,10.3
CN1CCC(c2ccc(-c3ccc4cnn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5178754,=,=,nM,4.0,nM,4.0
CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4n3)cc2)CC1,CHEMBL5191674,=,=,nM,0.6,nM,0.6
CN1CCC(c2ccc(-c3cnc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5207108,=,=,nM,1.9,nM,1.9
CN1CCC(c2ccc(-c3cc(F)c4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3)cc2)CC1,CHEMBL5177272,=,=,nM,0.6,nM,0.6
CN1CCC(c2ccc(-c3ccc4ncn(C(C(=O)Nc5nccs5)c5ccccc5)c(=O)c4c3F)cc2)CC1,CHEMBL5196360,=,=,nM,0.1,nM,0.1
CN1CCC(c2ccc(-c3cc4c(=O)n(C(C(=O)Nc5nccs5)c5ccccc5)cnc4cc3F)cc2)CC1,CHEMBL5178571,=,=,nM,1.4,nM,1.4
COc1cc(N2CCC3(CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,CHEMBL5095068,=,=,nM,35.0,nM,35.0
COc1cc2cnnc(N[C@H](C)c3ccccc3)c2cc1OC,CHEMBL5200875,>,>,nM,10000.0,nM,10000.0
COc1cc2cnnc(N[C@H](C)c3cccc4ccccc34)c2cc1OC,CHEMBL5200949,>,>,nM,10000.0,nM,10000.0
COc1cc2cnnc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1OC,CHEMBL5169564,>,>,nM,10000.0,nM,10000.0
COc1cc2cnnc(N[C@H](C)c3ccccc3C)c2cc1OC,CHEMBL5183547,>,>,nM,10000.0,nM,10000.0
COc1cc2cnnc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2cc1OC,CHEMBL5202863,>,>,nM,10000.0,nM,10000.0
CNCc1ccccc1-c1csc([C@@H](C)Nc2nncc3cc(OC)c(OC)cc23)c1,CHEMBL5174300,>,>,nM,10000.0,nM,10000.0
Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(N3CCOCC3)cc12,CHEMBL5192659,>,>,nM,10000.0,nM,10000.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,CHEMBL939,=,=,nM,33.0,nM,33.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,=,=,nM,2.0,nM,2.0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,=,=,nM,20.0,nM,20.0
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,=,=,nM,0.5,nM,0.5
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,=,=,nM,0.4,nM,0.4
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,CHEMBL1173655,=,=,nM,10.0,nM,10.0
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,CHEMBL3786343,=,=,nM,9.2,nM,9.2
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,CHEMBL3786343,=,=,nM,10.0,nM,10.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1,CHEMBL2110732,=,=,nM,6.0,nM,6.0
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,=,=,nM,10.2,nM,10.2
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,=,=,nM,500.0,nM,500.0
N#CC1=C(c2ccccc2)Nc2c(c(-c3cccs3)nn2-c2ccccc2)C12C(=O)Nc1ccc(Cl)cc12,CHEMBL5173862,=,=,nM,120.0,nM,120.0
N#CC1=C(c2ccccc2)Nc2c(c(-c3cccs3)nn2-c2ccccc2)C12C(=O)Nc1ccc(Br)cc12,CHEMBL5209100,=,=,nM,150.0,nM,150.0
C=CC(=O)Nc1cccc(N2C(=O)OCc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,CHEMBL5203118,=,=,nM,28.8,nM,28.8
C=CC(=O)Nc1cccc(N2C(=O)OC(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,CHEMBL5200275,=,=,nM,47.4,nM,47.4
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,CHEMBL24828,=,=,nM,0.5,nM,0.5
