canonical_smiles,molecule_chembl_id,relation,standard_relation,standard_units,standard_value,units,value
C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,CHEMBL297968,=,=,nM,1.6,nM,1.6
C=CC(=O)Nc1ccc2c(Nc3cccc(C)c3)ncnc2c1,CHEMBL297968,=,=,nM,90.0,nM,90.0
CCOc1cc2ncnc(Nc3cccc(-c4nccs4)c3)c2cc1OCC,CHEMBL126192,=,=,nM,2.0,uM,0.002
O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,CHEMBL86755,>,>,nM,100000.0,uM,100.0
CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL86943,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(N)=O)c3ccccc3n2C)c(C(N)=O)c2ccccc21,CHEMBL157807,=,=,nM,4700.0,uM,4.7
Brc1cccc(Nc2nncc3ccccc23)c1,CHEMBL326095,>,>,nM,100000.0,nM,100000.0
Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,CHEMBL328216,=,=,nM,0.12,nM,0.12
Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O,CHEMBL93032,=,=,nM,0.17,nM,0.17
CCOc1cc2nc(CC)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126483,=,=,nM,9300.0,uM,9.3
O=C1Nc2ccc(Br)cc2/C1=C/c1ccc(N2CCOCC2)cc1,CHEMBL87080,>,>,nM,10000.0,uM,10.0
COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C,CHEMBL86945,>,>,nM,100000.0,uM,100.0
NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,CHEMBL336174,=,=,nM,3300.0,uM,3.3
O=C(Nc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)Nc2ccccc2)[nH]c2ccccc12,CHEMBL345641,=,=,nM,100000.0,uM,100.0
c1cncc(Nc2ncnc3ccccc23)c1,CHEMBL117711,>,>,nM,1000.0,nM,1000.0
Brc1cccc(Oc2ncnc3ccccc23)c1,CHEMBL117710,=,=,nM,756.0,nM,756.0
COc1cccc2ncnc(Nc3cccc(Br)c3)c12,CHEMBL119033,=,=,nM,139.0,nM,139.0
O=[N+]([O-])c1cccc2ncnc(Nc3cccc(Br)c3)c12,CHEMBL116308,=,=,nM,355.0,nM,355.0
Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O,CHEMBL89363,>,>,nM,100000.0,uM,100.0
Cc1ccc([N+](=O)[O-])cc1Nc1nccc(-c2cccnc2)n1,CHEMBL20426,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3cccc(C(=O)O)c3)c3ccccc3n2C)c(C(=O)Nc2cccc(C(=O)O)c2)c2ccccc21,CHEMBL345837,=,=,nM,12000.0,uM,12.0
Cn1c(SSc2c(C(=O)c3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)c2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL346770,=,=,nM,5500.0,uM,5.5
Brc1cccc(Nc2nccc3ccccc23)c1,CHEMBL39563,>,>,nM,100000.0,nM,100000.0
COc1ccc(CNc2ncnc3ccccc23)cc1,CHEMBL116919,=,=,nM,10000.0,nM,10000.0
CCOc1cc2ncnc(Nc3cccc(-c4csc(N)n4)c3)c2cc1OCC,CHEMBL340660,=,=,nM,560.0,uM,0.56
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,CHEMBL124660,>,>,nM,30000.0,uM,30.0
O=C1Nc2cc(F)ccc2/C1=C/c1ccc[nH]1,CHEMBL87208,>,>,nM,100000.0,uM,100.0
COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL418010,>,>,nM,100000.0,uM,100.0
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccc[n+]([O-])c2)n1,CHEMBL21079,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)Nc2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL347161,=,=,nM,16900.0,uM,16.9
COc1cccc2ncnc(NCc3ccccc3)c12,CHEMBL330882,=,=,nM,4900.0,nM,4900.0
O=[N+]([O-])c1ccc2ncnc(NCc3ccccc3)c2c1,CHEMBL119000,>,>,nM,10000.0,nM,10000.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,=,=,nM,0.69,nM,0.69
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1,CHEMBL280757,=,=,nM,2.7,nM,2.7
O=C1Nc2ccccc2/C1=C/c1n[nH]cc1Cl,CHEMBL87402,>,>,nM,100000.0,uM,100.0
COc1ccc2c(NCc3ccccc3)ncnc2c1,CHEMBL326596,=,=,nM,58.0,nM,58.0
Nc1cccc2ncnc(Nc3cccc(Br)c3)c12,CHEMBL333418,=,=,nM,439.0,nM,439.0
O=C1Nc2ccccc2/C1=C/c1ccc(Br)cc1,CHEMBL86837,>,>,nM,100000.0,uM,100.0
COc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL21086,>,>,nM,100000.0,uM,100.0
COC(=O)c1ccc(CNC(=O)c2c(SSc3c(C(=O)NCc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,CHEMBL347659,=,=,nM,13000.0,uM,13.0
COC(=O)c1cccc(NC(=O)c2c(SSc3c(C(=O)Nc4cccc(C(=O)OC)c4)c4ccccc4n3C)n(C)c3ccccc23)c1,CHEMBL158596,>,>,nM,100000.0,uM,100.0
Cc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL441083,=,=,nM,910.0,nM,910.0
Clc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL329672,=,=,nM,23.0,nM,23.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL430571,=,=,nM,3.6,nM,3.6
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1,CHEMBL430571,=,=,nM,4.2,nM,4.2
C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,CHEMBL52913,=,=,nM,0.25,nM,0.25
C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1,CHEMBL52913,=,=,nM,53.0,nM,53.0
CCc1ccc(/C=C2/C(=O)Nc3ccccc32)o1,CHEMBL328452,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c2ccccc21,CHEMBL158797,=,=,nM,43000.0,uM,43.0
COC(=O)c1ccc(NC(=O)c2c(SSc3c(C(=O)Nc4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,CHEMBL348069,>,>,nM,100000.0,uM,100.0
COC(=O)c1ccc(C(=O)c2c(SSc3c(C(=O)c4ccc(C(=O)OC)cc4)c4ccccc4n3C)n(C)c3ccccc23)cc1,CHEMBL346553,=,=,nM,6100.0,uM,6.1
Ic1cccc(Nc2ncnc3ccccc23)c1,CHEMBL92825,=,=,nM,80.0,nM,80.0
COc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL52197,=,=,nM,348.0,nM,348.0
COc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL117697,=,=,nM,842.0,nM,842.0
Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2,CHEMBL89040,>,>,nM,100000.0,uM,100.0
CSc1ccc(/C=C2\C(=O)Nc3cccc(C)c32)s1,CHEMBL86432,>,>,nM,100000.0,uM,100.0
O=[N+]([O-])c1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL94275,=,=,nM,1000.0,nM,1000.0
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,CHEMBL54091,=,=,nM,0.72,nM,0.72
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1,CHEMBL54091,=,=,nM,2.1,nM,2.1
Cc1cccc2c1/C(=C/c1ccc(N3CCOCC3)cc1)C(=O)N2,CHEMBL90277,>,>,nM,100000.0,uM,100.0
CC(C)c1cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc(C(C)C)c1O,CHEMBL89723,=,=,nM,9500.0,uM,9.5
Cn1c(SSc2c(C(=O)Nc3cccnc3)c3ccccc3n2C)c(C(=O)Nc2cccnc2)c2ccccc21,CHEMBL352010,>,>,nM,100000.0,uM,100.0
CC(=O)c1c(SSc2c(C(C)=O)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL351920,=,=,nM,5600.0,uM,5.6
Nc1ccc2c(NCc3ccccc3)ncnc2c1,CHEMBL330946,>,>,nM,1000.0,nM,1000.0
COc1cc2c(NCc3ccccc3)ncnc2cc1O,CHEMBL333851,=,=,nM,588.0,nM,588.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,CHEMBL53665,=,=,nM,1.2,nM,1.2
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2n1,CHEMBL53665,=,=,nM,18.0,nM,18.0
CCOc1cc2ncnc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL126456,=,=,nM,4800.0,uM,4.8
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCOCC2)cc1,CHEMBL86480,>,>,nM,100000.0,uM,100.0
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCC2)cc1,CHEMBL314217,>,>,nM,100000.0,uM,100.0
COc1c(Br)cc(/C=C2\C(=O)Nc3ccccc32)cc1C(C)(C)C,CHEMBL87746,=,=,nM,19000.0,uM,19.0
Brc1cccc(Nc2cnnc3ccccc23)c1,CHEMBL118482,>,>,nM,10000.0,nM,10000.0
Cc1ccc(N)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL278103,>,>,nM,100000.0,uM,100.0
Nc1cccc2ncnc(NCc3ccccc3)c12,CHEMBL119432,>,>,nM,10000.0,nM,10000.0
COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL93181,=,=,nM,10.0,nM,10.0
O=C1Nc2ccccc2/C1=C/c1ccc(O)cc1,CHEMBL313578,>,>,nM,100000.0,uM,100.0
C/C(=C1\C(=O)Nc2ccccc21)c1ccc(N2CCCCC2)cc1,CHEMBL314798,>,>,nM,100000.0,uM,100.0
CCOC(=O)c1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL316008,>,>,nM,100000.0,uM,100.0
O=C1Nc2ccccc2/C1=C/c1sccc1Br,CHEMBL87783,>,>,nM,100000.0,uM,100.0
O=C1Nc2ccccc2/C1=C/c1cc(Br)cs1,CHEMBL316268,>,>,nM,100000.0,uM,100.0
O=C1Nc2ccccc2/C1=C\c1ccco1,CHEMBL312826,>,>,nM,100000.0,uM,100.0
Cc1ccc(N(C)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL278287,=,=,nM,49000.0,uM,49.0
CNC(=O)c1c(SSc2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,CHEMBL161226,=,=,nM,6100.0,uM,6.1
COc1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL289787,=,=,nM,974.0,nM,974.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL296168,=,=,nM,1.1,nM,1.1
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2n1,CHEMBL296168,=,=,nM,5.6,nM,5.6
C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,CHEMBL51741,=,=,nM,0.4,nM,0.4
C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1,CHEMBL51741,=,=,nM,9.9,nM,9.9
CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c(C)c1C,CHEMBL313433,>,>,nM,100000.0,uM,100.0
Cc1ccc(N(C(=O)c2ccccc2)C(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL277430,=,=,nM,75000.0,uM,75.0
CNc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL21215,>,>,nM,100000.0,uM,100.0
CN(C(=O)c1c(SSc2c(C(=O)N(C)c3ccccc3)c3ccccc3n2C)n(C)c2ccccc12)c1ccccc1,CHEMBL347256,>,>,nM,100000.0,uM,100.0
COc1cc2ncnc(NCc3ccccc3)c2cc1OC,CHEMBL325245,=,=,nM,10.0,nM,10.0
c1ccc(-c2c(SSc3[nH]c4ccccc4c3-c3ccccc3)[nH]c3ccccc23)cc1,CHEMBL422540,=,=,nM,100000.0,uM,100.0
Brc1cccc(Nc2ccnc3ccccc23)c1,CHEMBL37346,=,=,nM,5500.0,nM,5500.0
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,=,=,nM,0.91,nM,0.91
C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,CHEMBL51659,=,=,nM,3.4,nM,3.4
O=C1Nc2ccccc2/C1=C/c1ccc(N2CCCCC2)cc1,CHEMBL315701,>,>,nM,100000.0,uM,100.0
O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,CHEMBL277931,>,>,nM,50000.0,uM,50.0
Cn1c(SSc2c(C(=O)Nc3ccccn3)c3ccccc3n2C)c(C(=O)Nc2ccccn2)c2ccccc21,CHEMBL435054,=,=,nM,47000.0,uM,47.0
Cn1c(SSc2c(C(=O)NCC(=O)O)c3ccccc3n2C)c(C(=O)NCC(=O)O)c2ccccc21,CHEMBL345211,=,=,nM,10000.0,uM,10.0
Cn1c(SSc2c(C(=O)Nc3cccs3)c3ccccc3n2C)c(C(=O)Nc2cccs2)c2ccccc21,CHEMBL345622,>,>,nM,100000.0,uM,100.0
Nc1ccc2ncnc(NCc3ccccc3)c2c1,CHEMBL332096,=,=,nM,1400.0,nM,1400.0
c1ccc(CCNc2ncnc3ccccc23)cc1,CHEMBL117804,=,=,nM,4100.0,nM,4100.0
CN(c1ccccc1)c1ncnc2ccccc12,CHEMBL324371,=,=,nM,100000.0,nM,100000.0
CCOc1cc2ncnc(Nc3cccc(-c4cncs4)c3)c2cc1OCC,CHEMBL340862,=,=,nM,11.0,uM,0.011
COc1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL87810,>,>,nM,100000.0,uM,100.0
Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,CHEMBL20867,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)NCc3ccc(C(=O)O)cc3)c3ccccc3n2C)c(C(=O)NCc2ccc(C(=O)O)cc2)c2ccccc21,CHEMBL158805,=,=,nM,5300.0,uM,5.3
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL304414,=,=,nM,10900.0,uM,10.9
O=[N+]([O-])c1ccc2c(NCc3ccccc3)ncnc2c1,CHEMBL116748,=,=,nM,5900.0,nM,5900.0
COc1cc2ncnc(NCc3ccccc3)c2cc1O,CHEMBL115745,=,=,nM,56.0,nM,56.0
C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL49986,=,=,nM,0.54,nM,0.54
C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,CHEMBL49986,=,=,nM,108.0,nM,108.0
Cc1cccc2c1/C(=C/c1ccc(N(C)C)cc1)C(=O)N2,CHEMBL89809,>,>,nM,100000.0,uM,100.0
Cn1cc(Cl)c(/C=C2\C(=O)Nc3ccccc32)n1,CHEMBL89646,>,>,nM,100000.0,uM,100.0
CC(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,CHEMBL48760,=,=,nM,18500.0,uM,18.5
Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL20252,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3C(=O)O)c3ccccc3n2C)c(C(=O)Nc2ccccc2C(=O)O)c2ccccc21,CHEMBL345862,=,=,nM,47000.0,uM,47.0
Brc1cccc(Nc2cnc3ccccc3n2)c1,CHEMBL331417,>,>,nM,100000.0,nM,100000.0
O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,CHEMBL119708,=,=,nM,8000.0,nM,8000.0
COc1cccc2c(NCc3ccccc3)ncnc12,CHEMBL424255,>,>,nM,10000.0,nM,10000.0
Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,CHEMBL276711,>,>,nM,100000.0,uM,100.0
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,CHEMBL20926,>,>,nM,100000.0,uM,100.0
COC(=O)CCc1c(SSc2c(CCC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL314029,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C(F)(F)F)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C(F)(F)F)ccc21,CHEMBL61278,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)Nc3ccncc3)c3ccccc3n2C)c(C(=O)Nc2ccncc2)c2ccccc21,CHEMBL156281,>,>,nM,100000.0,uM,100.0
COc1ccc2ncnc(NCc3ccccc3)c2c1,CHEMBL332938,=,=,nM,200.0,nM,200.0
C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL443523,=,=,nM,0.45,nM,0.45
C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,CHEMBL443523,=,=,nM,14.0,nM,14.0
CCOc1cc2ncnc(Nc3cccc(-c4cc[nH]n4)c3)c2cc1OCC,CHEMBL125920,=,=,nM,11.0,uM,0.011
CC(C)(C)c1cc(/C=C2\C(=O)Nc3ccccc32)cc(C(C)(C)C)c1O,CHEMBL89505,=,=,nM,7900.0,uM,7.9
Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccs2)n1,CHEMBL21078,>,>,nM,100000.0,uM,100.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,CHEMBL28418,=,=,nM,0.75,nM,0.75
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1,CHEMBL28418,=,=,nM,18.0,nM,18.0
C#Cc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1F,CHEMBL65250,=,=,nM,4.0,nM,4.0
COc1c(Br)cc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1C(C)(C)C,CHEMBL86944,>,>,nM,100000.0,uM,100.0
CSc1ccc(/C=C2\C(=O)Nc3ccccc32)s1,CHEMBL89721,>,>,nM,100000.0,uM,100.0
CN(C)c1ccc(/C=C2\C(=O)N(C)c3ccccc32)cc1,CHEMBL86921,>,>,nM,100000.0,uM,100.0
Cc1ccc(S(=O)(=O)c2c(SSc3[nH]c4ccccc4c3S(=O)(=O)c3ccc(C)cc3)[nH]c3ccccc23)cc1,CHEMBL347854,=,=,nM,28700.0,uM,28.7
Brc1cccc(Nc2ncnc3ccccc23)c1,CHEMBL290096,=,=,nM,27.0,nM,27.0
Brc1cccc(Nc2nnnc3ccccc23)c1,CHEMBL119758,>,>,nM,1000.0,nM,1000.0
Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL52765,=,=,nM,0.79,nM,0.79
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,CHEMBL29197,=,=,nM,0.029,nM,0.029
Clc1ccc(CNc2ncnc3ccccc23)cc1,CHEMBL117554,=,=,nM,7000.0,nM,7000.0
c1ccc(Nc2ncnc3ccccc23)cc1,CHEMBL289959,=,=,nM,344.0,nM,344.0
c1ccc(CNc2ncnc3ccccc23)cc1,CHEMBL102726,=,=,nM,320.0,nM,320.0
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,=,=,nM,0.7,nM,0.7
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,CHEMBL285063,=,=,nM,4.3,nM,4.3
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL31373,=,=,nM,0.75,nM,0.75
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,CHEMBL31373,=,=,nM,3.1,nM,3.1
O=CN1CCN(c2ccc(/C=C3\C(=O)Nc4ccccc43)cc2)CC1,CHEMBL315546,>,>,nM,100000.0,uM,100.0
O=CN1CCN(c2ccc(/C=C3\C(=O)Nc4ccc(Br)cc43)cc2)CC1,CHEMBL88405,>,>,nM,50000.0,uM,50.0
Cc1cc(C)c(/C=C2\C(=O)Nc3cccc(C)c32)[nH]1,CHEMBL330321,>,>,nM,100000.0,uM,100.0
CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,CHEMBL328710,>,>,nM,100000.0,uM,100.0
Cn1c(SSc2c(C(=O)c3ccccc3)c3ccccc3n2C)c(C(=O)c2ccccc2)c2ccccc21,CHEMBL349322,>,>,nM,100000.0,uM,100.0
CCn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2CC)c(C(=O)Nc2ccccc2)c2ccccc21,CHEMBL156020,>,>,nM,100000.0,uM,100.0
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCOCC1,CHEMBL125898,>,>,nM,30000.0,uM,30.0
CCc1ccc(/C=C2\C(=O)Nc3ccccc32)s1,CHEMBL314146,=,=,nM,44000.0,uM,44.0
O=[N+]([O-])c1cccc2c(Nc3cccc(Br)c3)ncnc12,CHEMBL119242,>,>,nM,10000.0,nM,10000.0
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,CHEMBL54088,=,=,nM,0.48,nM,0.48
C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1,CHEMBL54088,=,=,nM,8.3,nM,8.3
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,CHEMBL31815,=,=,nM,0.42,nM,0.42
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1,CHEMBL31815,=,=,nM,4.7,nM,4.7
CC(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,CHEMBL423288,>,>,nM,100000.0,uM,100.0
COC(=O)c1ccccc1NC(=O)c1c(SSc2c(C(=O)Nc3ccccc3C(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL349762,>,>,nM,100000.0,uM,100.0
Nc1cccc2c(NCc3ccccc3)ncnc12,CHEMBL117988,>,>,nM,10000.0,nM,10000.0
O=C1Nc2ccc(Cl)cc2/C1=C/c1ccc(N2CCOCC2)cc1,CHEMBL421548,>,>,nM,10000.0,uM,10.0
COc1ccc(/C=C2\C(=O)Nc3ccc(Cl)cc32)cc1C(C)(C)C,CHEMBL86326,=,=,nM,19300.0,uM,19.3
Cc1ccc2c(c1)/C(=C/c1[nH]c(C)cc1C)C(=O)N2,CHEMBL89483,>,>,nM,100000.0,uM,100.0
O=C1Nc2ccc([N+](=O)[O-])cc2/C1=C/c1ccc[nH]1,CHEMBL87325,>,>,nM,100000.0,uM,100.0
CN(C)C(=O)c1c(SSc2c(C(=O)N(C)C)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL160207,=,=,nM,21200.0,uM,21.2
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,CHEMBL53555,=,=,nM,0.77,nM,0.77
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,CHEMBL53555,=,=,nM,3.3,nM,3.3
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,CHEMBL53637,=,=,nM,1.6,nM,1.6
C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,CHEMBL53637,=,=,nM,2.3,nM,2.3
CCOc1cc2ncnc(Nc3cccc(-c4ccco4)c3)c2cc1OCC,CHEMBL125086,=,=,nM,3.0,uM,0.003
CCOc1cc2ncnc(Nc3cccc(-c4cscn4)c3)c2cc1OCC,CHEMBL127223,=,=,nM,18.0,uM,0.018
COC(=O)CCc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL316009,>,>,nM,100000.0,uM,100.0
O=C(Nc1ccc(Cl)c(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,CHEMBL278630,>,>,nM,100000.0,uM,100.0
CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL342929,=,=,nM,1800.0,uM,1.8
CN(C)CCNC(=O)c1c(SSc2c(C(=O)NCCN(C)C)c3ccccc3n2C)n(C)c2ccccc12,CHEMBL348554,=,=,nM,17500.0,uM,17.5
CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,CHEMBL127367,=,=,nM,390.0,uM,0.39
CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,CHEMBL126974,=,=,nM,1100.0,uM,1.1
CCOc1cc2ncnc(Nc3cccc(-c4cnc(C)o4)c3)c2cc1OCC,CHEMBL126653,>,>,nM,10000.0,uM,10.0
Cn1c(SSc2c(C(=O)c3ccco3)c3ccccc3n2C)c(C(=O)c2ccco2)c2ccccc21,CHEMBL160935,=,=,nM,7700.0,uM,7.7
CCOc1cc2nc(C)nc(Nc3cccc(-c4csc(C)n4)c3)c2cc1OCC,CHEMBL128027,=,=,nM,9000.0,uM,9.0
CN1C(=O)/C(=C\c2ccc(Br)cc2)c2ccccc21,CHEMBL314021,>,>,nM,100000.0,uM,100.0
O=C(NCc1ccccc1)c1c(SSc2[nH]c3ccccc3c2C(=O)NCc2ccccc2)[nH]c2ccccc12,CHEMBL347160,=,=,nM,15000.0,uM,15.0
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,CHEMBL53203,=,=,nM,5.8,nM,5.8
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1,CHEMBL53203,=,=,nM,4.8,nM,4.8
CCc1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,CHEMBL420411,>,>,nM,100000.0,uM,100.0
Cn1cccc1/C=C1\C(=O)Nc2ccccc21,CHEMBL86631,>,>,nM,100000.0,uM,100.0
O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12,CHEMBL79704,=,=,nM,4200.0,uM,4.2
Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21,CHEMBL158275,=,=,nM,1700.0,uM,1.7
FC(F)(F)c1cccc(Nc2ncnc3ccccc23)c1,CHEMBL92824,=,=,nM,577.0,nM,577.0
CCOc1cc2ncnc(Nc3cccc(-c4cocn4)c3)c2cc1OCC,CHEMBL126996,=,=,nM,720.0,uM,0.72
